election_year,term_start,mayor,vote_percentage,vote_count,perks,event,other_candidates
222,"August 2, 2022",Marina,74.70%,"516,683.00","[3, 1]",,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""11.3%"", ""vote_count"": ""78512""}, {""mayor"": ""Cole"", ""vote_percentage"": ""8.0%"", ""vote_count"": ""55016""}, {""mayor"": ""Paul"", ""vote_percentage"": ""4.5%"", ""vote_count"": ""31468""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.5%"", ""vote_count"": ""10211""}]"
221,"July 28, 2022",Barry,66.20%,"483,291.00",[2],20✯ Magic Find,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""16.2%"", ""vote_count"": ""118527""}, {""mayor"": ""Marina"", ""vote_percentage"": ""10.3%"", ""vote_count"": ""75049""}, {""mayor"": ""Paul"", ""vote_percentage"": ""5.2%"", ""vote_count"": ""37665""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.2%"", ""vote_count"": ""15950""}]"
220,"July 23, 2022",Diana,75.70%,"486,280.00","[1, 2]",,"[{""mayor"": ""Barry"", ""vote_percentage"": ""12.0%"", ""vote_count"": ""77120""}, {""mayor"": ""Cole"", ""vote_percentage"": ""6.0%"", ""vote_count"": ""38289""}, {""mayor"": ""Marina"", ""vote_percentage"": ""4.7%"", ""vote_count"": ""30259""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.6%"", ""vote_count"": ""10078""}]"
219,"July 18, 2022",Aatrox,80.20%,"559,474.00","[3, 1]",,"[{""mayor"": ""Barry"", ""vote_percentage"": ""8.6%"", ""vote_count"": ""60335""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""6.9%"", ""vote_count"": ""48062""}, {""mayor"": ""Paul"", ""vote_percentage"": ""2.6%"", ""vote_count"": ""18279""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.6%"", ""vote_count"": ""11426""}]"
218,"July 13, 2022",Marina,74.40%,"525,865.00","[3, 2, 1]",,"[{""mayor"": ""Barry"", ""vote_percentage"": ""10.9%"", ""vote_count"": ""76868""}, {""mayor"": ""Cole"", ""vote_percentage"": ""8.5%"", ""vote_count"": ""59773""}, {""mayor"": ""Diana"", ""vote_percentage"": ""4.6%"", ""vote_count"": ""32787""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.6%"", ""vote_count"": ""11464""}]"
217,"July 7, 2022",Paul,72.40%,"531,188.00","[3, 1]",,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""11.0%"", ""vote_count"": ""80377""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""8.1%"", ""vote_count"": ""59539""}, {""mayor"": ""Cole"", ""vote_percentage"": ""6.9%"", ""vote_count"": ""50494""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.6%"", ""vote_count"": ""11996""}]"
216,"July 2, 2022",Scorpius,98.40%,"942,207.00","[1, 2]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""0.7%"", ""vote_count"": ""6679""}, {""mayor"": ""Diana"", ""vote_percentage"": ""0.4%"", ""vote_count"": ""4234""}, {""mayor"": ""Paul"", ""vote_percentage"": ""0.3%"", ""vote_count"": ""2529""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""0.2%"", ""vote_count"": ""1904""}]"
215,"June 27, 2022",Aatrox,58.60%,"399,654.00","[1, 2]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""32.8%"", ""vote_count"": ""223865""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""4.2%"", ""vote_count"": ""28769""}, {""mayor"": ""Diana"", ""vote_percentage"": ""2.5%"", ""vote_count"": ""16759""}, {""mayor"": ""Paul"", ""vote_percentage"": ""1.9%"", ""vote_count"": ""13184""}]"
214,"June 22, 2022",Cole,63.20%,"401,992.00","[3, 1]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""23.0%"", ""vote_count"": ""145959""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""5.7%"", ""vote_count"": ""36110""}, {""mayor"": ""Barry"", ""vote_percentage"": ""4.1%"", ""vote_count"": ""26165""}, {""mayor"": ""Paul"", ""vote_percentage"": ""4.0%"", ""vote_count"": ""25629""}]"
213,"June 17, 2022",Diana,53.70%,"356,775.00",[2],,"[{""mayor"": ""Marina"", ""vote_percentage"": ""26.6%"", ""vote_count"": ""176522""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""8.3%"", ""vote_count"": ""55335""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""6.9%"", ""vote_count"": ""45861""}, {""mayor"": ""Barry"", ""vote_percentage"": ""4.4%"", ""vote_count"": ""29542""}]"
212,"June 12, 2022",Paul,53.40%,"411,600.00","[1, 3]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""20.4%"", ""vote_count"": ""157488""}, {""mayor"": ""Cole"", ""vote_percentage"": ""12.6%"", ""vote_count"": ""97450""}, {""mayor"": ""Marina"", ""vote_percentage"": ""12.4%"", ""vote_count"": ""95898""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.0%"", ""vote_count"": ""8053""}]"
211,"June 6, 2022",Aatrox,77.10%,"572,388.00","[2, 1]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""7.2%"", ""vote_count"": ""53254""}, {""mayor"": ""Marina"", ""vote_percentage"": ""6.2%"", ""vote_count"": ""46227""}, {""mayor"": ""Paul"", ""vote_percentage"": ""5.9%"", ""vote_count"": ""43511""}, {""mayor"": ""Barry"", ""vote_percentage"": ""3.7%"", ""vote_count"": ""27428""}]"
210,"June 1, 2022",Foxy,61.80%,"429,528.00","[1, 3, 2]",Mining Fiesta,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""18.7%"", ""vote_count"": ""130368""}, {""mayor"": ""Paul"", ""vote_percentage"": ""9.8%"", ""vote_count"": ""68101""}, {""mayor"": ""Marina"", ""vote_percentage"": ""5.5%"", ""vote_count"": ""37930""}, {""mayor"": ""Barry"", ""vote_percentage"": ""4.3%"", ""vote_count"": ""29570""}]"
209,"May 27, 2022",Cole,71.40%,"454,275.00","[2, 3, 1]",,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""12.8%"", ""vote_count"": ""81570""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""6.1%"", ""vote_count"": ""38772""}, {""mayor"": ""Barry"", ""vote_percentage"": ""5.0%"", ""vote_count"": ""31910""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""4.7%"", ""vote_count"": ""29748""}]"
208,"May 22, 2022",Jerry,95.70%,"731,632.00","[1, 2, 3]",,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""1.4%"", ""vote_count"": ""10962""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""1.2%"", ""vote_count"": ""9168""}, {""mayor"": ""Paul"", ""vote_percentage"": ""0.9%"", ""vote_count"": ""6650""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""0.8%"", ""vote_count"": ""6109""}]"
207,"May 17, 2022",Marina,56.60%,"377,331.00","[3, 1, 2]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""27.5%"", ""vote_count"": ""182925""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""7.1%"", ""vote_count"": ""47380""}, {""mayor"": ""Diana"", ""vote_percentage"": ""7.1%"", ""vote_count"": ""47327""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.7%"", ""vote_count"": ""11233""}]"
206,"May 12, 2022",Paul,57.80%,"379,142.00","[3, 2]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""20.7%"", ""vote_count"": ""135824""}, {""mayor"": ""Cole"", ""vote_percentage"": ""13.1%"", ""vote_count"": ""85895""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""4.5%"", ""vote_count"": ""29452""}, {""mayor"": ""Barry"", ""vote_percentage"": ""3.9%"", ""vote_count"": ""25545""}]"
205,"May 6, 2022",Diana,68.80%,"459,969.00","[3, 2]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""13.1%"", ""vote_count"": ""87803""}, {""mayor"": ""Marina"", ""vote_percentage"": ""8.1%"", ""vote_count"": ""54409""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""6.1%"", ""vote_count"": ""40818""}, {""mayor"": ""Barry"", ""vote_percentage"": ""3.8%"", ""vote_count"": ""25243""}]"
204,"May 1, 2022",Aatrox,64.80%,"489,485.00",[1],,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""14.9%"", ""vote_count"": ""112404""}, {""mayor"": ""Marina"", ""vote_percentage"": ""9.5%"", ""vote_count"": ""72089""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""6.4%"", ""vote_count"": ""48145""}, {""mayor"": ""Diana"", ""vote_percentage"": ""4.4%"", ""vote_count"": ""33465""}]"
203,"April 26, 2022",Cole,73.50%,"534,539.00","[1, 3]",,"[{""mayor"": ""Foxy"", ""vote_percentage"": ""7.5%"", ""vote_count"": ""54242""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""6.7%"", ""vote_count"": ""48876""}, {""mayor"": ""Barry"", ""vote_percentage"": ""6.5%"", ""vote_count"": ""47083""}, {""mayor"": ""Marina"", ""vote_percentage"": ""5.9%"", ""vote_count"": ""42785""}]"
202,"April 21, 2022",Diana,68.40%,"504,515.00","[1, 2]",,"[{""mayor"": ""Paul"", ""vote_percentage"": ""13.3%"", ""vote_count"": ""97995""}, {""mayor"": ""Cole"", ""vote_percentage"": ""10.0%"", ""vote_count"": ""73439""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""4.5%"", ""vote_count"": ""33463""}, {""mayor"": ""Marina"", ""vote_percentage"": ""3.8%"", ""vote_count"": ""27701""}]"
201,"April 16, 2022",Aatrox,64.50%,"538,099.00",[1],,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""16.8%"", ""vote_count"": ""140104""}, {""mayor"": ""Diana"", ""vote_percentage"": ""6.5%"", ""vote_count"": ""54262""}, {""mayor"": ""Barry"", ""vote_percentage"": ""6.4%"", ""vote_count"": ""53703""}, {""mayor"": ""Cole"", ""vote_percentage"": ""5.8%"", ""vote_count"": ""48021""}]"
200,"April 11, 2022",Derpy,94.30%,"825,103.00","[1, 2, 3, 4]",,"[{""mayor"": ""Barry"", ""vote_percentage"": ""2.3%"", ""vote_count"": ""19963""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""1.8%"", ""vote_count"": ""15905""}, {""mayor"": ""Paul"", ""vote_percentage"": ""0.8%"", ""vote_count"": ""6930""}, {""mayor"": ""Cole"", ""vote_percentage"": ""0.8%"", ""vote_count"": ""6658""}]"
199,"April 5, 2022",Aatrox,68.30%,"529,894.00",[3],,"[{""mayor"": ""Barry"", ""vote_percentage"": ""13.9%"", ""vote_count"": ""108163""}, {""mayor"": ""Cole"", ""vote_percentage"": ""7.3%"", ""vote_count"": ""56985""}, {""mayor"": ""Paul"", ""vote_percentage"": ""5.4%"", ""vote_count"": ""41849""}, {""mayor"": ""Diana"", ""vote_percentage"": ""5.0%"", ""vote_count"": ""38851""}]"
198,"March 31, 2022",Marina,72.50%,"455,389.00","[1, 3]",,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""9.8%"", ""vote_count"": ""61329""}, {""mayor"": ""Barry"", ""vote_percentage"": ""6.7%"", ""vote_count"": ""42269""}, {""mayor"": ""Paul"", ""vote_percentage"": ""5.6%"", ""vote_count"": ""35438""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""5.3%"", ""vote_count"": ""33360""}]"
197,"March 26, 2022",Diana,88.80%,"635,008.00","[3, 1, 2]",,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""4.2%"", ""vote_count"": ""30342""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""2.8%"", ""vote_count"": ""19964""}, {""mayor"": ""Marina"", ""vote_percentage"": ""2.5%"", ""vote_count"": ""18059""}, {""mayor"": ""Paul"", ""vote_percentage"": ""1.6%"", ""vote_count"": ""11557""}]"
196,"March 21, 2022",Cole,78.60%,"560,360.00","[2, 1, 3]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""10.5%"", ""vote_count"": ""74565""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""5.5%"", ""vote_count"": ""38843""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""4.4%"", ""vote_count"": ""31235""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.0%"", ""vote_count"": ""7481""}]"
195,"March 16, 2022",Paul,66.30%,"477,683.00","[1, 3]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""16.4%"", ""vote_count"": ""118043""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""7.1%"", ""vote_count"": ""51165""}, {""mayor"": ""Barry"", ""vote_percentage"": ""6.4%"", ""vote_count"": ""46328""}, {""mayor"": ""Marina"", ""vote_percentage"": ""3.7%"", ""vote_count"": ""26873""}]"
194,"March 11, 2022",Foxy,58.40%,"395,300.00","[3, 1, 2]",Fishing Festival,"[{""mayor"": ""Barry"", ""vote_percentage"": ""13.3%"", ""vote_count"": ""89844""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""12.2%"", ""vote_count"": ""82209""}, {""mayor"": ""Cole"", ""vote_percentage"": ""10.6%"", ""vote_count"": ""71365""}, {""mayor"": ""Marina"", ""vote_percentage"": ""5.6%"", ""vote_count"": ""37608""}]"
193,"March 5, 2022",Aatrox,76.30%,"564,072.00","[1, 2]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""7.9%"", ""vote_count"": ""58078""}, {""mayor"": ""Barry"", ""vote_percentage"": ""6.6%"", ""vote_count"": ""48670""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""5.6%"", ""vote_count"": ""41477""}, {""mayor"": ""Paul"", ""vote_percentage"": ""3.7%"", ""vote_count"": ""27457""}]"
192,"February 28, 2022",Scorpius,97.50%,"901,414.00","[1, 2]",,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""1.2%"", ""vote_count"": ""11478""}, {""mayor"": ""Barry"", ""vote_percentage"": ""0.7%"", ""vote_count"": ""6915""}, {""mayor"": ""Paul"", ""vote_percentage"": ""0.3%"", ""vote_count"": ""3186""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""0.2%"", ""vote_count"": ""1827""}]"
191,"February 23, 2022",Marina,51.10%,"332,873.00",[3],,"[{""mayor"": ""Cole"", ""vote_percentage"": ""17.8%"", ""vote_count"": ""115836""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""11.8%"", ""vote_count"": ""76632""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""10.5%"", ""vote_count"": ""68256""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""8.8%"", ""vote_count"": ""57448""}]"
190,"February 18, 2022",Barry,59.70%,"395,702.00",[3],,"[{""mayor"": ""Marina"", ""vote_percentage"": ""14.6%"", ""vote_count"": ""97149""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""12.7%"", ""vote_count"": ""84340""}, {""mayor"": ""Paul"", ""vote_percentage"": ""9.2%"", ""vote_count"": ""60715""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""3.8%"", ""vote_count"": ""25339""}]"
189,"February 13, 2022",Aatrox,79.20%,"534,074.00","[2, 1]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""6.7%"", ""vote_count"": ""45367""}, {""mayor"": ""Cole"", ""vote_percentage"": ""6.0%"", ""vote_count"": ""40455""}, {""mayor"": ""Paul"", ""vote_percentage"": ""6.0%"", ""vote_count"": ""40380""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.0%"", ""vote_count"": ""13791""}]"
188,"February 8, 2022",Barry,71.70%,"638,219.00","[1, 2, 3]",20✯ Magic Find,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""14.4%"", ""vote_count"": ""128513""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""8.6%"", ""vote_count"": ""76404""}, {""mayor"": ""Diana"", ""vote_percentage"": ""3.0%"", ""vote_count"": ""26310""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.4%"", ""vote_count"": ""21282""}]"
187,"February 2, 2022",Paul,56.20%,"345,972.00",[2],,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""12.1%"", ""vote_count"": ""74757""}, {""mayor"": ""Cole"", ""vote_percentage"": ""12.0%"", ""vote_count"": ""73960""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""10.4%"", ""vote_count"": ""63898""}, {""mayor"": ""Marina"", ""vote_percentage"": ""9.3%"", ""vote_count"": ""57337""}]"
186,"January 28, 2022",Diana,57.40%,"341,514.00","[3, 1]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""22.5%"", ""vote_count"": ""133791""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""13.0%"", ""vote_count"": ""77393""}, {""mayor"": ""Barry"", ""vote_percentage"": ""5.3%"", ""vote_count"": ""31760""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.7%"", ""vote_count"": ""10246""}]"
185,"January 23, 2022",Paul,73.60%,"472,122.00","[2, 3]",,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""9.4%"", ""vote_count"": ""59981""}, {""mayor"": ""Diana"", ""vote_percentage"": ""9.0%"", ""vote_count"": ""57838""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.3%"", ""vote_count"": ""27853""}, {""mayor"": ""Barry"", ""vote_percentage"": ""3.7%"", ""vote_count"": ""23648""}]"
184,"January 18, 2022",Jerry,94.70%,"693,363.00","[1, 2, 3]",,"[{""mayor"": ""Barry"", ""vote_percentage"": ""2.7%"", ""vote_count"": ""19512""}, {""mayor"": ""Diana"", ""vote_percentage"": ""1.3%"", ""vote_count"": ""9340""}, {""mayor"": ""Marina"", ""vote_percentage"": ""0.8%"", ""vote_count"": ""5653""}, {""mayor"": ""Cole"", ""vote_percentage"": ""0.6%"", ""vote_count"": ""4163""}]"
183,"January 13, 2022",Foxy,72.40%,"410,018.00","[3, 2, 1]",Mining Fiesta,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""13.2%"", ""vote_count"": ""74551""}, {""mayor"": ""Diana"", ""vote_percentage"": ""6.9%"", ""vote_count"": ""39344""}, {""mayor"": ""Barry"", ""vote_percentage"": ""4.3%"", ""vote_count"": ""24583""}, {""mayor"": ""Cole"", ""vote_percentage"": ""3.2%"", ""vote_count"": ""18020""}]"
182,"January 8, 2022",Marina,67.20%,"389,494.00","[3, 2]",,"[{""mayor"": ""Foxy"", ""vote_percentage"": ""11.4%"", ""vote_count"": ""66262""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""10.3%"", ""vote_count"": ""59730""}, {""mayor"": ""Diana"", ""vote_percentage"": ""7.0%"", ""vote_count"": ""40311""}, {""mayor"": ""Barry"", ""vote_percentage"": ""4.0%"", ""vote_count"": ""23393""}]"
181,"January 2, 2022",Aatrox,63.30%,"409,849.00",[1],,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""17.6%"", ""vote_count"": ""114173""}, {""mayor"": ""Marina"", ""vote_percentage"": ""8.9%"", ""vote_count"": ""57908""}, {""mayor"": ""Barry"", ""vote_percentage"": ""5.3%"", ""vote_count"": ""34088""}, {""mayor"": ""Diana"", ""vote_percentage"": ""4.9%"", ""vote_count"": ""31952""}]"
180,"December 28, 2021",Cole,63.70%,"386,156.00","[1, 3]",,"[{""mayor"": ""Paul"", ""vote_percentage"": ""12.6%"", ""vote_count"": ""76621""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""11.9%"", ""vote_count"": ""72419""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""7.4%"", ""vote_count"": ""45120""}, {""mayor"": ""Diana"", ""vote_percentage"": ""4.3%"", ""vote_count"": ""26092""}]"
179,"December 23, 2021",Marina,57.40%,"320,482.00","[2, 3]",,"[{""mayor"": ""Paul"", ""vote_percentage"": ""14.0%"", ""vote_count"": ""78195""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""10.2%"", ""vote_count"": ""57159""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""10.1%"", ""vote_count"": ""56331""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""8.3%"", ""vote_count"": ""46531""}]"
178,"Dec 18, 2021",Diana,62.30%,"346,605.00","[2, 1]",,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""20.4%"", ""vote_count"": ""113477""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""10.6%"", ""vote_count"": ""58980""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""3.5%"", ""vote_count"": ""19344""}, {""mayor"": ""Marina"", ""vote_percentage"": ""3.3%"", ""vote_count"": ""18157""}]"
177,"Dec 13, 2021",Paul,76.50%,"523,537.00","[2, 1]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""11.8%"", ""vote_count"": ""80536""}, {""mayor"": ""Barry"", ""vote_percentage"": ""5.5%"", ""vote_count"": ""37658""}, {""mayor"": ""Marina"", ""vote_percentage"": ""3.4%"", ""vote_count"": ""23228""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.9%"", ""vote_count"": ""19512""}]"
176,"Dec 8, 2021",Derpy,92.40%,"606,504.00","[1, 2, 3, 4]",,[]
175,"Dec 3, 2021",Marina,67.90%,"341,366.00","[1, 3]",,[]
174,"Nov 27, 2021",Diana,78.50%,"418,973.00","[1, 2]",,[]
173,"Nov 22, 2021",Paul,67.70%,"383,152.00","[1, 3]",,[]
172,"Nov 17, 2021",Foxy,67.10%,"360,343.00","[1, 2, 3, 4]",Mining Fiesta,[]
171,"Nov 12, 2021",Aatrox,81.90%,"438,718.00","[2, 1]",,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""9.5%"", ""vote_count"": ""50822""}, {""mayor"": ""Cole"", ""vote_percentage"": ""3.2%"", ""vote_count"": ""17227""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.9%"", ""vote_count"": ""15643""}, {""mayor"": ""Marina"", ""vote_percentage"": ""2.5%"", ""vote_count"": ""13558""}]"
170,"Nov 7, 2021",Diana,80.00%,"464,113.00","[3, 1, 2]",,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""9.4%"", ""vote_count"": ""54668""}, {""mayor"": ""Paul"", ""vote_percentage"": ""6.4%"", ""vote_count"": ""37226""}, {""mayor"": ""Barry"", ""vote_percentage"": ""2.5%"", ""vote_count"": ""14737""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.7%"", ""vote_count"": ""9756""}]"
169,"Nov 1, 2021",Marina,71.40%,"458,017.00","[3, 1]",,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""16.6%"", ""vote_count"": ""106467""}, {""mayor"": ""Cole"", ""vote_percentage"": ""6.2%"", ""vote_count"": ""39851""}, {""mayor"": ""Barry"", ""vote_percentage"": ""3.3%"", ""vote_count"": ""21237""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.5%"", ""vote_count"": ""15823""}]"
168,"Oct 27, 2021",Scorpius,98.20%,"753,675.00","[1, 2]",,"[{""mayor"": ""Paul"", ""vote_percentage"": ""0.6%"", ""vote_count"": ""4535""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""0.5%"", ""vote_count"": ""4032""}, {""mayor"": ""Marina"", ""vote_percentage"": ""0.3%"", ""vote_count"": ""2605""}, {""mayor"": ""Barry"", ""vote_percentage"": ""0.3%"", ""vote_count"": ""2567""}]"
167,"Oct 22, 2021",Aatrox,54.90%,"289,552.00",[3],,"[{""mayor"": ""Diana"", ""vote_percentage"": ""21.3%"", ""vote_count"": ""112531""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""17.2%"", ""vote_count"": ""90524""}, {""mayor"": ""Barry"", ""vote_percentage"": ""4.4%"", ""vote_count"": ""22968""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.2%"", ""vote_count"": ""11820""}]"
166,"Oct 17, 2021",Paul,78.90%,"450,206.00","[2, 1]",,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""11.5%"", ""vote_count"": ""65692""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.9%"", ""vote_count"": ""27743""}, {""mayor"": ""Diana"", ""vote_percentage"": ""2.9%"", ""vote_count"": ""16358""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.8%"", ""vote_count"": ""10292""}]"
165,"Oct 12, 2021",Marina,65.40%,"374,768.00","[3, 2]",,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""13.3%"", ""vote_count"": ""76404""}, {""mayor"": ""Paul"", ""vote_percentage"": ""12.3%"", ""vote_count"": ""70438""}, {""mayor"": ""Barry"", ""vote_percentage"": ""5.1%"", ""vote_count"": ""28964""}, {""mayor"": ""Diana"", ""vote_percentage"": ""4.0%"", ""vote_count"": ""22821""}]"
164,"Oct 7, 2021",Foxy,68.30%,"355,085.00","[2, 1, 3]",Fishing Festival,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""15.8%"", ""vote_count"": ""82332""}, {""mayor"": ""Marina"", ""vote_percentage"": ""5.8%"", ""vote_count"": ""29961""}, {""mayor"": ""Cole"", ""vote_percentage"": ""5.3%"", ""vote_count"": ""27329""}, {""mayor"": ""Barry"", ""vote_percentage"": ""4.9%"", ""vote_count"": ""25508""}]"
163,"Oct 1, 2021",Diana,65.90%,"336,437.00","[2, 3]",,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""14.5%"", ""vote_count"": ""74215""}, {""mayor"": ""Paul"", ""vote_percentage"": ""10.6%"", ""vote_count"": ""54270""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""6.1%"", ""vote_count"": ""30891""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.8%"", ""vote_count"": ""14536""}]"
162,"Sep 26, 2021",Marina,71.80%,"427,152.00","[1, 3]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""12.3%"", ""vote_count"": ""73331""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""8.5%"", ""vote_count"": ""50799""}, {""mayor"": ""Barry"", ""vote_percentage"": ""4.5%"", ""vote_count"": ""26724""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.8%"", ""vote_count"": ""16826""}]"
161,"Sep 21, 2021",Cole,63.30%,"392,948.00","[3, 1, 2]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""20.0%"", ""vote_count"": ""124329""}, {""mayor"": ""Paul"", ""vote_percentage"": ""8.1%"", ""vote_count"": ""50530""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""7.0%"", ""vote_count"": ""43158""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.6%"", ""vote_count"": ""10005""}]"
160,"Sep 16, 2021",Jerry,94.20%,"633,419.00","[1, 2, 3]",,"[{""mayor"": ""Barry"", ""vote_percentage"": ""2.6%"", ""vote_count"": ""17723""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""1.2%"", ""vote_count"": ""7846""}, {""mayor"": ""Cole"", ""vote_percentage"": ""1.1%"", ""vote_count"": ""7353""}, {""mayor"": ""Marina"", ""vote_percentage"": ""0.9%"", ""vote_count"": ""6336""}]"
159,"Sep 11, 2021",Diana,77.40%,"444,084.00","[1, 3, 2]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""8.0%"", ""vote_count"": ""45616""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""7.4%"", ""vote_count"": ""42200""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""3.7%"", ""vote_count"": ""20948""}, {""mayor"": ""Marina"", ""vote_percentage"": ""3.6%"", ""vote_count"": ""20737""}]"
